"INS_COD","C18_PERIODO","C18_DIA","C18_ACTIVO_CIR","C18_COD_IFI_ACREED","C18_PZO_RES_VENC","C18_MON_PAGO","C18_CTAS_CTES","C18_OT_OBLIG_VISTA","C18_OPE_LIQ_CURSO","C18_CONTR_REC_PTMOS","C18_DEP_CAP","C18_CONTR_DER_FIN","C18_OBLIG_BCOS","C18_MTO_GAR"
"OR",201604,30,30026721552819,"PP",1,1,662550536,0,1537104400,0,0,0,0,0
"OR",201604,30,30026721552819,"PP",1,3,0,0,2371015500,0,0,0,0,0
"OR",201604,30,30026721552819,"PS",1,1,0,163739703,1054977957,0,0,0,0,0
"OR",201604,30,30026721552819,"PS",1,2,0,1083025180,0,0,0,0,0,0
"OR",201604,30,30026721552819,"PS",1,3,0,0,34416049500,0,0,0,0,0
"OR",201604,30,30026721552819,"PS",2,1,0,0,0,0,92570986667,142981508,0,0
"OR",201604,30,30026721552819,"PS",2,2,0,0,0,0,0,114452745,0,0
"OR",201604,30,30026721552819,"PS",2,3,0,0,0,0,0,44266569,0,0
"OR",201604,30,30026721552819,"PS",3,1,0,0,0,0,0,1125160543,0,0
"OR",201604,30,30026721552819,"PS",3,2,0,0,0,0,0,308541318,0,0
"OR",201604,30,30026721552819,"PU",1,1,3284000,0,14186647406,0,0,0,0,0
"OR",201604,30,30026721552819,"PU",1,3,0,0,3916468500,0,0,0,0,0
"OR",201604,30,30026721552819,"PU",2,1,0,0,0,0,0,458461566,0,0
"OR",201604,30,30026721552819,"PU",2,2,0,0,0,0,0,947285105,0,0
"OR",201604,30,30026721552819,"PU",2,3,0,0,0,0,0,2299093142,0,0
"OR",201604,30,30026721552819,"PU",3,1,0,0,0,0,0,1708373586,0,0
"OR",201604,30,30026721552819,"PU",3,2,0,0,0,0,0,1222039698,0,0
"OR",201604,30,30026721552819,"PU",3,3,0,0,0,0,0,3093917921,0,0
"OR",201604,30,30026721552819,"PW",1,1,0,1e+06,11410346753,0,0,0,0,0
"OR",201604,30,30026721552819,"PW",1,3,0,0,14800684500,0,0,0,0,0
"OR",201604,30,30026721552819,"PW",2,1,0,0,0,0,0,1338015915,0,0
"OR",201604,30,30026721552819,"PW",2,2,0,0,0,0,0,1744682419,0,0
"OR",201604,30,30026721552819,"PW",2,3,0,0,0,0,0,13838549310,0,0
"OR",201604,30,30026721552819,"PW",3,1,0,0,0,0,0,4578122472,0,0
"OR",201604,30,30026721552819,"PW",3,2,0,0,0,0,0,4795923921,0,0
"OR",201604,30,30026721552819,"PW",3,3,0,0,0,0,0,21250547495,0,0
"OR",201604,30,30026721552819,"QN",1,1,3691828,0,0,0,0,0,0,0
"OR",201604,30,30026721552819,"QN",2,3,0,0,0,0,0,578504681,0,0
"OR",201604,30,30026721552819,"RN",1,1,13747822,0,20484186997,0,0,0,0,0
"OR",201604,30,30026721552819,"RN",1,3,0,0,22045821000,0,0,0,0,0
"OR",201604,30,30026721552819,"RN",2,1,0,0,0,0,0,423384814,0,0
"OR",201604,30,30026721552819,"RN",2,2,0,0,0,0,0,1006306314,0,0
"OR",201604,30,30026721552819,"RN",2,3,0,0,0,0,0,91309163,0,0
"OR",201604,30,30026721552819,"RN",3,1,0,0,0,0,0,3793498473,0,0
"OR",201604,30,30026721552819,"RN",3,2,0,0,0,0,0,11117721357,0,0
"OR",201604,30,30026721552819,"RN",3,3,0,0,0,0,0,3747611339,0,0
"OR",201604,30,30026721552819,"RO",1,1,603432935,11111910,332805000,0,0,0,0,0
"OR",201604,30,30026721552819,"RO",1,3,0,0,825562500,0,0,0,0,0
"OR",201604,30,30026721552819,"RO",2,1,0,0,0,0,0,373737877,0,0
"OR",201604,30,30026721552819,"RO",3,1,0,0,0,0,0,162926114,0,0
"OR",201604,30,30026721552819,"RO",3,2,0,0,0,0,0,1128191525,0,0
"OR",201604,30,30026721552819,"RO",3,3,0,0,0,0,0,301153905,0,0
"OR",201604,30,30026721552819,"RR",1,1,0,0,7760693450,0,0,0,0,0
"OR",201604,30,30026721552819,"RR",1,3,0,0,15758337000,0,0,0,0,0
"OR",201604,30,30026721552819,"RR",2,1,0,0,0,0,0,133333884,0,0
"OR",201604,30,30026721552819,"RR",2,2,0,0,0,0,0,416335347,0,0
"OR",201604,30,30026721552819,"RR",2,3,0,0,0,0,0,20834125741,0,0
"OR",201604,30,30026721552819,"RR",3,1,0,0,0,0,0,496673447,0,0
"OR",201604,30,30026721552819,"SN",1,1,114467,257800000,10128020068,0,0,0,0,0
"OR",201604,30,30026721552819,"SN",1,2,0,116565120,0,0,0,0,0,0
"OR",201604,30,30026721552819,"SN",1,3,0,0,26318932500,0,0,0,0,0
"OR",201604,30,30026721552819,"SN",2,1,0,0,0,0,0,976784626,0,0
"OR",201604,30,30026721552819,"SN",2,2,0,0,0,0,0,5319669298,0,0
"OR",201604,30,30026721552819,"SN",2,3,0,0,0,0,0,50043249633,0,0
"OR",201604,30,30026721552819,"SN",3,1,0,0,0,0,0,11592336952,0,0
"OR",201604,30,30026721552819,"SN",3,2,0,0,0,0,0,27693288499,0,0
"OR",201604,30,30026721552819,"SN",3,3,0,0,0,0,0,48935700333,0,0
"OR",201604,30,30026721552819,"SR",1,1,204044301,1314117,6750780000,0,0,0,0,0
"OR",201604,30,30026721552819,"SR",1,3,5929309,0,3071092500,0,0,0,0,0
"OR",201604,30,30026721552819,"SR",2,1,0,0,0,0,0,248648003,0,0
"OR",201604,30,30026721552819,"SR",2,2,0,0,0,0,0,780540932,0,0
"OR",201604,30,30026721552819,"SR",2,3,0,0,0,0,0,4240811090,0,0
"OR",201604,30,30026721552819,"SR",3,1,0,0,0,0,0,1710900824,0,0
"OR",201604,30,30026721552819,"SR",3,2,0,0,0,0,0,1189776078,0,0
"OR",201604,30,30026721552819,"ST",1,1,3783617,0,0,0,0,0,0,0
"OR",201604,30,30026721552819,"ST",1,3,6899199,0,0,0,0,0,0,0
"OR",201604,30,30026721552819,"SV",1,1,0,0,6.6e+07,0,0,0,0,0
"OR",201604,30,30026721552819,"SV",1,3,0,0,858585000,0,0,0,0,0
"OR",201604,30,30026721552819,"TP",1,1,258034326,0,761580,0,0,0,0,0
"OR",201604,30,30026721552819,"TP",2,1,0,0,0,0,0,74311329,0,0
"OR",201604,30,30026721552819,"TP",2,2,0,0,0,0,0,253954584,0,0
"OR",201604,30,30026721552819,"TP",3,1,0,0,0,0,0,1013516856,0,0
"OR",201604,30,30026721552819,"TP",3,2,0,0,0,0,0,447957763,0,0
"OR",201604,30,30026721552819,"TP",3,3,0,0,0,0,0,52865313,0,0
"OR",201604,30,30026721552819,"TR",1,1,2586128130,13324328,137139677,0,0,0,0,0
"OR",201604,30,30026721552819,"TR",1,2,0,29417410,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TR",1,3,113499006,0,462315000,0,0,0,0,0
"OR",201604,30,30026721552819,"TR",2,1,0,0,0,0,0,2220954,0,0
"OR",201604,30,30026721552819,"TR",2,2,0,0,0,0,0,7809605,0,0
"OR",201604,30,30026721552819,"TS",1,3,0,0,132090000,0,0,0,0,0
"OR",201604,30,30026721552819,"TT",1,1,891021227,86778330,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TT",1,3,1160495980,0,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TT",2,2,0,0,0,0,0,8852376,0,0
"OR",201604,30,30026721552819,"TT",3,2,0,0,0,0,0,4570968945,0,0
"OR",201604,30,30026721552819,"TU",1,1,1156890544,99896964,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TU",2,3,0,0,0,0,0,1331904,0,0
"OR",201604,30,30026721552819,"TV",1,1,2161702791,0,709381500,0,0,0,0,0
"OR",201604,30,30026721552819,"TV",1,3,109700666,0,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TW",1,1,260487408,5442390,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TW",1,3,4093324257,0,0,0,0,0,0,0
"OR",201604,30,30026721552819,"TW",3,1,0,0,0,0,0,324797765,0,0
"OR",201604,30,30026721552819,"UP",1,3,0,0,1466199000,0,0,0,0,0
"OR",201604,30,30026721552819,"SOU",1,1,132081887,3e+08,17459412977,0,0,0,0,0
"OR",201604,30,30026721552819,"SOU",1,2,0,1246116879,0,0,0,0,0,0
"OR",201604,30,30026721552819,"SOU",1,3,0,0,62082300000,0,0,0,0,0
"OR",201604,30,30026721552819,"SOU",2,1,0,0,0,0,0,467212593,0,0
"OR",201604,30,30026721552819,"SOU",2,2,0,0,0,0,0,909713284,0,0
"OR",201604,30,30026721552819,"SOU",2,3,0,0,0,0,0,15737928427,0,0
"OR",201604,30,30026721552819,"SOU",3,1,0,0,0,0,0,5446829193,0,0
"OR",201604,30,30026721552819,"SOU",3,2,0,0,0,0,0,4536101684,0,0
"OR",201604,30,30026721552819,"SOU",3,3,0,0,0,0,0,19873969128,0,0
"OR",201605,31,30288146558980,"PP",1,1,744855423,0,3413670500,0,0,0,0,0
"OR",201605,31,30288146558980,"PP",1,3,0,0,1106048000,0,0,0,0,0
"OR",201605,31,30288146558980,"PP",2,3,0,0,0,0,0,218116889,0,0
"OR",201605,31,30288146558980,"PS",1,1,0,163739701,10703467482,0,0,0,0,0
"OR",201605,31,30288146558980,"PS",1,2,0,1086775139,0,0,0,0,0,0
"OR",201605,31,30288146558980,"PS",1,3,0,0,2177532000,0,0,0,0,0
"OR",201605,31,30288146558980,"PS",2,1,0,0,0,0,92774202875,159312576,0,0
"OR",201605,31,30288146558980,"PS",2,2,0,0,0,0,0,136436330,0,0
"OR",201605,31,30288146558980,"PS",2,3,0,0,0,0,0,1086475283,0,0
"OR",201605,31,30288146558980,"PS",3,1,0,0,0,0,0,965150027,0,0
"OR",201605,31,30288146558980,"PS",3,2,0,0,0,0,0,531972186,0,0
"OR",201605,31,30288146558980,"PU",1,1,3472710,0,241104500,0,0,0,0,0
"OR",201605,31,30288146558980,"PU",1,3,0,0,6912800000,0,0,0,0,0
"OR",201605,31,30288146558980,"PU",2,1,0,0,0,0,0,453405629,0,0
"OR",201605,31,30288146558980,"PU",2,2,0,0,0,0,0,975149485,0,0
"OR",201605,31,30288146558980,"PU",2,3,0,0,0,0,0,3292588395,0,0
"OR",201605,31,30288146558980,"PU",3,1,0,0,0,0,0,1378429927,0,0
"OR",201605,31,30288146558980,"PU",3,2,0,0,0,0,0,1384000976,0,0
"OR",201605,31,30288146558980,"PU",3,3,0,0,0,0,0,3010760133,0,0
"OR",201605,31,30288146558980,"PW",1,1,0,1e+06,17959608662,0,0,0,0,0
"OR",201605,31,30288146558980,"PW",1,3,0,0,25369976000,0,0,0,0,0
"OR",201605,31,30288146558980,"PW",2,1,0,0,0,0,0,1178984409,0,0
"OR",201605,31,30288146558980,"PW",2,2,0,0,0,0,0,1794998574,0,0
"OR",201605,31,30288146558980,"PW",2,3,0,0,0,0,0,11982995042,0,0
"OR",201605,31,30288146558980,"PW",3,1,0,0,0,0,0,4266053725,0,0
"OR",201605,31,30288146558980,"PW",3,2,0,0,0,0,0,5074206925,0,0
"OR",201605,31,30288146558980,"PW",3,3,0,0,0,0,0,24275870824,0,0
"OR",201605,31,30288146558980,"QN",1,1,32179367,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"QN",2,3,0,0,0,0,0,222527765,0,0
"OR",201605,31,30288146558980,"RO",1,1,615010248,11111910,5000,0,0,0,0,0
"OR",201605,31,30288146558980,"RO",2,1,0,0,0,0,0,305594188,0,0
"OR",201605,31,30288146558980,"RO",3,1,0,0,0,0,0,146058258,0,0
"OR",201605,31,30288146558980,"RO",3,2,0,0,0,0,0,1157832508,0,0
"OR",201605,31,30288146558980,"RO",3,3,0,0,0,0,0,103870400,0,0
"OR",201605,31,30288146558980,"RR",1,1,0,0,8517041500,0,0,0,0,0
"OR",201605,31,30288146558980,"RR",1,3,0,0,1382560000,0,0,0,0,0
"OR",201605,31,30288146558980,"RR",2,1,0,0,0,0,0,52494368,0,0
"OR",201605,31,30288146558980,"RR",2,2,0,0,0,0,0,474236647,0,0
"OR",201605,31,30288146558980,"RR",2,3,0,0,0,0,0,2553791970,0,0
"OR",201605,31,30288146558980,"RR",3,1,0,0,0,0,0,194194322,0,0
"OR",201605,31,30288146558980,"SN",1,1,114467,257800000,6910435211,0,0,0,0,0
"OR",201605,31,30288146558980,"SN",1,2,0,155958300,0,0,0,0,0,0
"OR",201605,31,30288146558980,"SN",1,3,0,0,25231720000,0,0,0,0,0
"OR",201605,31,30288146558980,"SN",2,1,0,0,0,0,0,927540789,0,0
"OR",201605,31,30288146558980,"SN",2,2,0,0,0,0,0,5478853951,0,0
"OR",201605,31,30288146558980,"SN",2,3,0,0,0,0,0,56220316269,0,0
"OR",201605,31,30288146558980,"SN",3,1,0,0,0,0,0,9367893229,0,0
"OR",201605,31,30288146558980,"SN",3,2,0,0,0,0,0,27533052450,0,0
"OR",201605,31,30288146558980,"SN",3,3,0,0,0,0,0,55777607412,0,0
"OR",201605,31,30288146558980,"SP",1,1,36841692,0,34024343070,0,0,0,0,0
"OR",201605,31,30288146558980,"SP",1,3,0,0,7085620000,0,0,0,0,0
"OR",201605,31,30288146558980,"SP",2,1,0,0,0,0,0,1035608366,0,0
"OR",201605,31,30288146558980,"SP",2,2,0,0,0,0,0,386351518,0,0
"OR",201605,31,30288146558980,"SP",3,1,0,0,0,0,0,3345234044,0,0
"OR",201605,31,30288146558980,"SP",3,2,0,0,0,0,0,5895569388,0,0
"OR",201605,31,30288146558980,"SR",1,1,519611966,1224990,0,0,0,0,0,0
"OR",201605,31,30288146558980,"SR",1,3,6154245,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"SR",2,1,0,0,0,0,0,253479138,0,0
"OR",201605,31,30288146558980,"SR",2,2,0,0,0,0,0,623700408,0,0
"OR",201605,31,30288146558980,"SR",2,3,0,0,0,0,0,1872605342,0,0
"OR",201605,31,30288146558980,"SR",3,1,0,0,0,0,0,1313832285,0,0
"OR",201605,31,30288146558980,"SR",3,2,0,0,0,0,0,1184166660,0,0
"OR",201605,31,30288146558980,"ST",1,1,3334750,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"ST",1,3,7221256,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"SV",1,1,0,0,1035485000,0,0,0,0,0
"OR",201605,31,30288146558980,"SV",1,3,0,0,760408000,0,0,0,0,0
"OR",201605,31,30288146558980,"TP",1,1,159847802,0,745000,0,0,0,0,0
"OR",201605,31,30288146558980,"TP",1,3,0,0,13825600000,0,0,0,0,0
"OR",201605,31,30288146558980,"TP",2,1,0,0,0,0,0,117594560,0,0
"OR",201605,31,30288146558980,"TP",2,2,0,0,0,0,0,146003612,0,0
"OR",201605,31,30288146558980,"TP",3,1,0,0,0,0,0,860103245,0,0
"OR",201605,31,30288146558980,"TP",3,2,0,0,0,0,0,458705196,0,0
"OR",201605,31,30288146558980,"TR",1,1,520817871,13324328,559669880,0,0,0,0,0
"OR",201605,31,30288146558980,"TR",1,2,0,29519267,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TR",1,3,229169261,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TR",2,1,0,0,0,0,0,8291263,0,0
"OR",201605,31,30288146558980,"TR",2,2,0,0,0,0,0,2347952,0,0
"OR",201605,31,30288146558980,"TS",1,1,0,0,345550000,0,0,0,0,0
"OR",201605,31,30288146558980,"TT",1,1,1308804700,87989062,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TT",1,3,1371462219,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TT",2,2,0,0,0,0,0,15127682,0,0
"OR",201605,31,30288146558980,"TT",3,2,0,0,0,0,0,4967189803,0,0
"OR",201605,31,30288146558980,"TU",1,1,87749046,77510456,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TV",1,1,1053454927,0,688600000,0,0,0,0,0
"OR",201605,31,30288146558980,"TV",1,3,47838318,0,691280000,0,0,0,0,0
"OR",201605,31,30288146558980,"TW",1,1,102012472,5384599,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TW",1,3,262946079,0,0,0,0,0,0,0
"OR",201605,31,30288146558980,"TW",3,1,0,0,0,0,0,303029455,0,0
"OR",201605,31,30288146558980,"UP",1,1,0,0,69040000,0,0,0,0,0
"OR",201605,31,30288146558980,"UP",1,3,0,0,2592300000,0,0,0,0,0
"OR",201605,31,30288146558980,"SOU",1,1,137570476,3e+08,5859314444,0,0,0,0,0
"OR",201605,31,30288146558980,"SOU",1,2,0,1250431541,0,0,0,0,0,0
"OR",201605,31,30288146558980,"SOU",1,3,0,0,12443040000,0,0,0,0,0
"OR",201605,31,30288146558980,"SOU",2,1,0,0,0,0,0,536381589,0,0
"OR",201605,31,30288146558980,"SOU",2,2,0,0,0,0,0,720977841,0,0
"OR",201605,31,30288146558980,"SOU",2,3,0,0,0,0,0,5993105228,0,0
"OR",201605,31,30288146558980,"SOU",3,1,0,0,0,0,0,4964860850,0,0
"OR",201605,31,30288146558980,"SOU",3,2,0,0,0,0,0,4634025181,0,0
"OR",201605,31,30288146558980,"SOU",3,3,0,0,0,0,0,21423270647,0,0
"OR",201606,30,29593493401084,"PP",1,1,602894453,0,1802255968,0,0,0,0,0
"OR",201606,30,29593493401084,"PP",1,3,0,0,464268000,0,0,0,0,0
"OR",201606,30,29593493401084,"PS",1,1,0,163239701,6971950762,0,0,0,0,0
"OR",201606,30,29593493401084,"PS",1,2,0,1089242778,0,0,0,0,0,0
"OR",201606,30,29593493401084,"PS",1,3,0,0,27199472400,0,0,0,0,0
"OR",201606,30,29593493401084,"PS",2,1,0,0,0,0,91996711937,205069744,0,0
"OR",201606,30,29593493401084,"PS",2,2,0,0,0,0,0,116578999,0,0
"OR",201606,30,29593493401084,"PS",2,3,0,0,0,0,0,466357026,0,0
"OR",201606,30,29593493401084,"PS",3,1,0,0,0,0,0,1373456196,0,0
"OR",201606,30,29593493401084,"PS",3,2,0,0,0,0,0,613510656,0,0
"OR",201606,30,29593493401084,"PU",1,1,3661528,0,8622043967,0,0,0,0,0
"OR",201606,30,29593493401084,"PU",1,3,0,0,34097168400,0,0,0,0,0
"OR",201606,30,29593493401084,"PU",2,1,0,0,0,0,0,547727202,0,0
"OR",201606,30,29593493401084,"PU",2,2,0,0,0,0,0,540185937,0,0
"OR",201606,30,29593493401084,"PU",2,3,0,0,0,0,0,1739776453,0,0
"OR",201606,30,29593493401084,"PU",3,1,0,0,0,0,0,2014908150,0,0
"OR",201606,30,29593493401084,"PU",3,2,0,0,0,0,0,2185012021,0,0
"OR",201606,30,29593493401084,"PU",3,3,0,0,0,0,0,3171297669,0,0
"OR",201606,30,29593493401084,"PW",1,1,0,1e+06,6766536807,0,0,0,0,0
"OR",201606,30,29593493401084,"PW",1,3,0,0,35655782400,0,0,0,0,0
"OR",201606,30,29593493401084,"PW",2,1,0,0,0,0,0,1054296252,0,0
"OR",201606,30,29593493401084,"PW",2,2,0,0,0,0,0,1830054446,0,0
"OR",201606,30,29593493401084,"PW",2,3,0,0,0,0,0,14192070020,0,0
"OR",201606,30,29593493401084,"PW",3,1,0,0,0,0,0,6090460587,0,0
"OR",201606,30,29593493401084,"PW",3,2,0,0,0,0,0,6543008989,0,0
"OR",201606,30,29593493401084,"PW",3,3,0,0,0,0,0,20768112239,0,0
"OR",201606,30,29593493401084,"QN",1,1,18303346,0,0,0,0,0,0,0
"OR",201606,30,29593493401084,"QN",2,3,0,0,0,0,0,593812493,0,0
"OR",201606,30,29593493401084,"RO",1,1,55789721,11111910,284329000,0,0,0,0,0
"OR",201606,30,29593493401084,"RO",1,3,0,0,1061184000,0,0,0,0,0
"OR",201606,30,29593493401084,"RO",2,1,0,0,0,0,0,317657802,0,0
"OR",201606,30,29593493401084,"RO",2,3,0,0,0,0,0,214500480,0,0
"OR",201606,30,29593493401084,"RO",3,1,0,0,0,0,0,164581409,0,0
"OR",201606,30,29593493401084,"RO",3,2,0,0,0,0,0,1299948215,0,0
"OR",201606,30,29593493401084,"RO",3,3,0,0,0,0,0,251379494,0,0
"OR",201606,30,29593493401084,"RR",1,1,0,0,2826626500,0,0,0,0,0
"OR",201606,30,29593493401084,"RR",1,3,0,0,26761734000,0,0,0,0,0
"OR",201606,30,29593493401084,"RR",2,1,0,0,0,0,0,42929682,0,0
"OR",201606,30,29593493401084,"RR",2,2,0,0,0,0,0,352871998,0,0
"OR",201606,30,29593493401084,"RR",2,3,0,0,0,0,0,14146101838,0,0
"OR",201606,30,29593493401084,"RR",3,1,0,0,0,0,0,579763479,0,0
"OR",201606,30,29593493401084,"SN",1,1,114467,257800000,3477362277,0,0,0,0,0
"OR",201606,30,29593493401084,"SN",1,2,0,169338455,0,0,0,0,0,0
"OR",201606,30,29593493401084,"SN",1,3,0,0,23657770800,0,0,0,0,0
"OR",201606,30,29593493401084,"SN",2,1,0,0,0,0,0,929829016,0,0
"OR",201606,30,29593493401084,"SN",2,2,0,0,0,0,0,4975354958,0,0
"OR",201606,30,29593493401084,"SN",2,3,0,0,0,0,0,46037878603,0,0
"OR",201606,30,29593493401084,"SN",3,1,0,0,0,0,0,15296321617,0,0
"OR",201606,30,29593493401084,"SN",3,2,0,0,0,0,0,32594132680,0,0
"OR",201606,30,29593493401084,"SN",3,3,0,0,0,0,0,51062586449,0,0
"OR",201606,30,29593493401084,"SP",1,1,56630286,0,11755446483,0,0,0,0,0
"OR",201606,30,29593493401084,"SP",1,3,0,0,4841652000,0,0,0,0,0
"OR",201606,30,29593493401084,"SP",2,1,0,0,0,0,0,1007334268,0,0
"OR",201606,30,29593493401084,"SP",2,2,0,0,0,0,0,324445282,0,0
"OR",201606,30,29593493401084,"SP",3,1,0,0,0,0,0,5092582464,0,0
"OR",201606,30,29593493401084,"SP",3,2,0,0,0,0,0,5629984869,0,0
"OR",201606,30,29593493401084,"SR",1,1,194077745,2081703,5023642500,0,0,0,0,0
"OR",201606,30,29593493401084,"SR",1,3,5851554,0,1837174800,0,0,0,0,0
"OR",201606,30,29593493401084,"SR",2,1,0,0,0,0,0,393309356,0,0
"OR",201606,30,29593493401084,"SR",2,2,0,0,0,0,0,522365315,0,0
"OR",201606,30,29593493401084,"SR",2,3,0,0,0,0,0,3173012302,0,0
"OR",201606,30,29593493401084,"SR",3,1,0,0,0,0,0,1949835194,0,0
"OR",201606,30,29593493401084,"SR",3,2,0,0,0,0,0,1479343049,0,0
"OR",201606,30,29593493401084,"ST",1,1,3027174,0,0,0,0,0,0,0
"OR",201606,30,29593493401084,"ST",1,3,6928344,0,0,0,0,0,0,0
"OR",201606,30,29593493401084,"SV",1,1,0,0,467190100,0,0,0,0,0
"OR",201606,30,29593493401084,"TP",1,1,233766769,0,411403,0,0,0,0,0
"OR",201606,30,29593493401084,"TP",2,1,0,0,0,0,0,190194784,0,0
"OR",201606,30,29593493401084,"TP",2,2,0,0,0,0,0,111067475,0,0
"OR",201606,30,29593493401084,"TP",2,3,0,0,0,0,0,85323506,0,0
"OR",201606,30,29593493401084,"TP",3,1,0,0,0,0,0,947975289,0,0
"OR",201606,30,29593493401084,"TP",3,2,0,0,0,0,0,517566350,0,0
"OR",201606,30,29593493401084,"TP",3,3,0,0,0,0,0,58818298,0,0
"OR",201606,30,29593493401084,"TR",1,1,1702128173,13324328,7221333151,0,0,0,0,0
"OR",201606,30,29593493401084,"TR",1,2,0,29586294,0,0,0,0,0,0
"OR",201606,30,29593493401084,"TR",1,3,169273101,0,1392804000,0,0,0,0,0
"OR",201606,30,29593493401084,"TR",2,1,0,0,0,0,0,114272195,0,0
"OR",201606,30,29593493401084,"TR",2,2,0,0,0,0,0,13090644,0,0
"OR",201606,30,29593493401084,"TR",2,3,0,0,0,0,0,102105261,0,0
"OR",201606,30,29593493401084,"TT",1,1,1292114381,88563728,0,0,0,0,0,0
"OR",201606,30,29593493401084,"TT",1,3,1478405913,0,0,0,0,0,0,0
"OR",201606,30,29593493401084,"TT",2,2,0,0,0,0,0,11012321,0,0
"OR",201606,30,29593493401084,"TT",3,2,0,0,0,0,0,4974816627,0,0
"OR",201606,30,29593493401084,"TU",1,1,1112921524,66761527,0,0,0,0,0,0
"OR",201606,30,29593493401084,"TV",1,1,2108277668,0,922349000,0,0,0,0,0
"OR",201606,30,29593493401084,"TV",1,3,127186351,0,4211574000,0,0,0,0,0
"OR",201606,30,29593493401084,"TV",2,3,0,0,0,0,0,549562796,0,0
"OR",201606,30,29593493401084,"TW",1,1,441464037,5384599,0,0,0,0,0,0
"OR",201606,30,29593493401084,"TW",1,3,1996421622,0,0,0,0,0,0,0
"OR",201606,30,29593493401084,"TW",3,1,0,0,0,0,0,365420109,0,0
"OR",201606,30,29593493401084,"UP",1,1,0,0,992522500,0,0,0,0,0
"OR",201606,30,29593493401084,"UP",1,3,0,0,464268000,0,0,0,0,0
"OR",201606,30,29593493401084,"SOU",1,1,105250695,3e+08,3916072090,0,0,0,0,0
"OR",201606,30,29593493401084,"SOU",1,2,0,1253270779,0,0,0,0,0,0
"OR",201606,30,29593493401084,"SOU",1,3,0,0,11639862000,0,0,0,0,0
"OR",201606,30,29593493401084,"SOU",2,1,0,0,0,0,0,470706009,0,0
"OR",201606,30,29593493401084,"SOU",2,2,0,0,0,0,0,558339957,0,0
"OR",201606,30,29593493401084,"SOU",2,3,0,0,0,0,0,8692874345,0,0
"OR",201606,30,29593493401084,"SOU",3,1,0,0,0,0,0,5856621474,0,0
"OR",201606,30,29593493401084,"SOU",3,2,0,0,0,0,0,6270413603,0,0
"OR",201606,30,29593493401084,"SOU",3,3,0,0,0,0,0,18861494033,0,0
"OR",201607,31,29798480596132,"PP",1,1,918843498,0,2623813483,0,0,0,0,0
"OR",201607,31,29798480596132,"PP",1,3,0,0,327850000,0,0,0,0,0
"OR",201607,31,29798480596132,"PS",1,1,0,142239701,4922362626,0,0,0,0,0
"OR",201607,31,29798480596132,"PS",1,2,0,1094473458,0,0,0,0,0,0
"OR",201607,31,29798480596132,"PS",1,3,0,0,12602554000,0,0,0,0,0
"OR",201607,31,29798480596132,"PS",2,1,0,0,0,0,28699572632,97155339,0,0
"OR",201607,31,29798480596132,"PS",2,2,0,0,0,0,0,81554789,0,0
"OR",201607,31,29798480596132,"PS",2,3,0,0,0,0,0,256155616,0,0
"OR",201607,31,29798480596132,"PS",3,1,0,0,0,0,0,1522204287,0,0
"OR",201607,31,29798480596132,"PS",3,2,0,0,0,0,0,528206168,0,0
"OR",201607,31,29798480596132,"PU",1,1,3661528,0,2315738884,0,0,0,0,0
"OR",201607,31,29798480596132,"PU",1,3,0,0,655700000,0,0,0,0,0
"OR",201607,31,29798480596132,"PU",2,1,0,0,0,0,0,473177566,0,0
"OR",201607,31,29798480596132,"PU",2,2,0,0,0,0,0,207870361,0,0
"OR",201607,31,29798480596132,"PU",2,3,0,0,0,0,0,2094156992,0,0
"OR",201607,31,29798480596132,"PU",3,1,0,0,0,0,0,2463785345,0,0
"OR",201607,31,29798480596132,"PU",3,2,0,0,0,0,0,2232086544,0,0
"OR",201607,31,29798480596132,"PU",3,3,0,0,0,0,0,3542707462,0,0
"OR",201607,31,29798480596132,"PW",1,1,0,1e+06,25956833300,0,0,0,0,0
"OR",201607,31,29798480596132,"PW",1,3,0,0,4025998000,0,0,0,0,0
"OR",201607,31,29798480596132,"PW",2,1,0,0,0,0,0,937479838,0,0
"OR",201607,31,29798480596132,"PW",2,2,0,0,0,0,0,1608050568,0,0
"OR",201607,31,29798480596132,"PW",2,3,0,0,0,0,0,14896038278,0,0
"OR",201607,31,29798480596132,"PW",3,1,0,0,0,0,0,7162616470,0,0
"OR",201607,31,29798480596132,"PW",3,2,0,0,0,0,0,6335475863,0,0
"OR",201607,31,29798480596132,"PW",3,3,0,0,0,0,0,21206754096,0,0
