"INS_COD","C18_PERIODO","C18_DIA","C18_ACTIVO_CIR","C18_COD_IFI_ACREED","C18_PZO_RES_VENC","C18_MON_PAGO","C18_CTAS_CTES","C18_OT_OBLIG_VISTA","C18_OPE_LIQ_CURSO","C18_CONTR_REC_PTMOS","C18_DEP_CAP","C18_CONTR_DER_FIN","C18_OBLIG_BCOS","C18_MTO_GAR"
"TV",201710,31,3259518183430,"PW",2,1,0,0,0,0,0,263155775,0,0
"TV",201710,31,3259518183430,"PW",2,3,0,0,0,0,0,689156997,0,0
"TV",201710,31,3259518183430,"PW",3,3,0,0,0,0,0,480276649,0,0
"TV",201710,31,3259518183430,"RO",1,1,0,0,194295000,0,0,0,0,0
"TV",201710,31,3259518183430,"RR",1,1,0,0,1305300000,0,0,0,0,0
"TV",201710,31,3259518183430,"RR",1,3,0,0,1346084000,0,0,0,0,0
"TV",201710,31,3259518183430,"RR",2,3,0,0,0,0,0,415218929,0,0
"TV",201710,31,3259518183430,"SN",1,1,0,0,1456782500,0,0,0,0,0
"TV",201710,31,3259518183430,"SN",1,3,0,0,855090500,0,0,0,0,0
"TV",201710,31,3259518183430,"SN",2,1,0,0,0,0,0,102520875,0,0
"TV",201710,31,3259518183430,"SN",2,3,0,0,0,0,0,445411487,0,0
"TV",201710,31,3259518183430,"SP",1,1,0,0,1474135000,0,0,0,0,0
"TV",201710,31,3259518183430,"SP",1,3,0,0,1661809500,0,0,0,0,0
"TV",201710,31,3259518183430,"SP",2,1,0,0,0,0,0,201864529,0,0
"TV",201710,31,3259518183430,"SP",2,2,0,0,0,0,0,42677969,0,0
"TV",201710,31,3259518183430,"SP",2,3,0,0,0,0,0,141726615,0,0
"TV",201710,31,3259518183430,"SR",1,1,0,0,2268025000,0,0,0,0,0
"TV",201710,31,3259518183430,"TP",1,1,0,0,323510000,0,0,0,0,0
"TV",201710,31,3259518183430,"TP",1,3,0,0,870350300,0,0,0,0,0
"TV",201710,31,3259518183430,"TP",2,1,0,0,0,0,0,130919955,0,0
"TV",201710,31,3259518183430,"TP",2,3,0,0,0,0,0,231979214,0,0
"TV",201710,31,3259518183430,"TR",1,1,0,0,970870000,0,0,0,0,0
"TV",201710,31,3259518183430,"TR",1,3,0,0,521352000,0,0,0,0,0
"TV",201710,31,3259518183430,"UP",1,1,0,0,971150000,0,0,0,0,0
"TV",201710,31,3259518183430,"UP",1,3,0,0,1173042000,0,0,0,0,0
"TV",201710,31,3259518183430,"SOU",1,1,0,0,1574970000,0,0,0,0,0
"TV",201710,31,3259518183430,"SOU",1,3,0,0,443837500,0,0,0,0,0
"TV",201710,31,3259518183430,"SOU",2,1,0,0,0,0,0,357192610,0,0
"TV",201710,31,3259518183430,"SOU",2,2,0,0,0,0,0,68285689,0,0
"TV",201710,31,3259518183430,"SOU",2,3,0,0,0,0,0,134462891,0,0
"TV",201710,31,3259518183430,"SOU",3,1,0,0,0,0,0,264231049,0,0
"TV",201710,31,3259518183430,"SOU",3,3,0,0,0,0,0,504414087,0,0
"TV",201711,30,3309935047754,"OR",1,1,0,0,2752922500,0,0,0,0,0
"TV",201711,30,3309935047754,"OR",1,3,0,0,1233759000,0,0,0,0,0
"TV",201711,30,3309935047754,"OR",2,1,0,0,0,0,0,644277850,0,0
"TV",201711,30,3309935047754,"OR",2,3,0,0,0,0,0,484472376,0,0
"TV",201711,30,3309935047754,"PP",1,1,0,0,3787887500,0,0,0,0,0
"TV",201711,30,3309935047754,"PP",1,3,0,0,1117992500,0,0,0,0,0
"TV",201711,30,3309935047754,"PP",2,1,0,0,0,0,0,185586050,0,0
"TV",201711,30,3309935047754,"PP",2,2,0,0,0,0,0,213026771,0,0
"TV",201711,30,3309935047754,"PS",1,1,0,0,3145054065,0,0,0,0,0
"TV",201711,30,3309935047754,"PS",1,3,0,0,723375900,0,0,0,0,0
"TV",201711,30,3309935047754,"PS",2,1,0,0,0,0,0,117758887,4e+10,0
"TV",201711,30,3309935047754,"PS",2,2,0,0,0,0,0,66670911,0,0
"TV",201711,30,3309935047754,"PS",2,3,0,0,0,0,0,399130609,7631,0
"TV",201711,30,3309935047754,"PS",3,3,0,0,0,0,0,138349988,0,0
"TV",201711,30,3309935047754,"PU",1,3,0,0,1303380000,0,0,0,0,0
"TV",201711,30,3309935047754,"PU",2,1,0,0,0,0,0,58406631,0,0
"TV",201711,30,3309935047754,"PU",2,2,0,0,0,0,0,50378997,0,0
"TV",201711,30,3309935047754,"PU",2,3,0,0,0,0,0,964202780,0,0
"TV",201711,30,3309935047754,"PW",1,1,0,0,712375000,0,0,0,0,0
"TV",201711,30,3309935047754,"PW",1,3,0,0,977535000,0,0,0,0,0
"TV",201711,30,3309935047754,"PW",2,1,0,0,0,0,0,263155775,0,0
"TV",201711,30,3309935047754,"PW",2,3,0,0,0,0,0,689156997,0,0
"TV",201711,30,3309935047754,"PW",3,3,0,0,0,0,0,480276649,0,0
"TV",201711,30,3309935047754,"RO",1,1,0,0,194295000,0,0,0,0,0
"TV",201711,30,3309935047754,"RR",1,1,0,0,1305300000,0,0,0,0,0
"TV",201711,30,3309935047754,"RR",1,3,0,0,346084000,0,0,0,0,0
"TV",201711,30,3309935047754,"RR",2,3,0,0,0,0,0,415218929,0,0
"TV",201711,30,3309935047754,"SN",1,1,0,0,1456782500,0,0,0,0,0
"TV",201711,30,3309935047754,"SN",1,3,0,0,1355090500,0,0,0,0,0
"TV",201711,30,3309935047754,"SN",2,1,0,0,0,0,0,102520875,0,0
"TV",201711,30,3309935047754,"SN",2,3,0,0,0,0,0,445411487,0,0
"TV",201711,30,3309935047754,"SP",1,1,0,0,1353135000,0,0,0,0,0
"TV",201711,30,3309935047754,"SP",1,3,0,0,1661809500,0,0,0,0,0
"TV",201711,30,3309935047754,"SP",2,1,0,0,0,0,0,201864529,0,0
"TV",201711,30,3309935047754,"SP",2,2,0,0,0,0,0,42677969,0,0
"TV",201711,30,3309935047754,"SP",2,3,0,0,0,0,0,141726615,0,0
"TV",201711,30,3309935047754,"SR",1,1,0,0,2268025000,0,0,0,0,0
"TV",201711,30,3309935047754,"TP",1,1,0,0,323510000,0,0,0,0,0
"TV",201711,30,3309935047754,"TP",1,3,0,0,870350300,0,0,0,0,0
"TV",201711,30,3309935047754,"TP",2,1,0,0,0,0,0,130919955,0,0
"TV",201711,30,3309935047754,"TP",2,3,0,0,0,0,0,231979214,0,0
"TV",201711,30,3309935047754,"TR",1,1,0,0,970870000,0,0,0,0,0
"TV",201711,30,3309935047754,"TR",1,3,0,0,521352000,0,0,0,0,0
"TV",201711,30,3309935047754,"UP",1,1,0,0,971150000,0,0,0,0,0
"TV",201711,30,3309935047754,"UP",1,3,0,0,1173042000,0,0,0,0,0
"TV",201711,30,3309935047754,"SOU",1,1,0,0,5574970000,0,0,0,0,0
"TV",201711,30,3309935047754,"SOU",1,3,0,0,443837500,0,0,0,0,0
"TV",201711,30,3309935047754,"SOU",2,1,0,0,0,0,0,357192610,0,0
"TV",201711,30,3309935047754,"SOU",2,2,0,0,0,0,0,68285689,0,0
"TV",201711,30,3309935047754,"SOU",2,3,0,0,0,0,0,134462891,0,0
"TV",201711,30,3309935047754,"SOU",3,1,0,0,0,0,0,264231049,0,0
"TV",201711,30,3309935047754,"SOU",3,3,0,0,0,0,0,504414087,0,0
"TV",201712,31,3400075282247,"OR",1,1,0,0,672922500,0,0,0,0,0
"TV",201712,31,3400075282247,"OR",1,3,0,0,233759000,0,0,0,0,0
"TV",201712,31,3400075282247,"OR",2,1,0,0,0,0,0,644277850,0,0
"TV",201712,31,3400075282247,"OR",2,3,0,0,0,0,0,484472376,0,0
"TV",201712,31,3400075282247,"PP",1,1,0,0,787887500,0,0,0,0,0
"TV",201712,31,3400075282247,"PP",1,3,0,0,117992500,0,0,0,0,0
"TV",201712,31,3400075282247,"PP",2,1,0,0,0,0,0,185586050,0,0
"TV",201712,31,3400075282247,"PP",2,2,0,0,0,0,0,213026771,0,0
"TV",201712,31,3400075282247,"PS",1,1,0,0,945054065,0,0,0,0,0
"TV",201712,31,3400075282247,"PS",1,3,0,0,723375900,0,0,0,0,0
"TV",201712,31,3400075282247,"PS",2,1,0,0,0,0,0,117758887,15002083000,0
"TV",201712,31,3400075282247,"PS",2,2,0,0,0,0,0,66670911,0,0
"TV",201712,31,3400075282247,"PS",2,3,0,0,0,0,0,399130609,7235,0
"TV",201712,31,3400075282247,"PS",3,3,0,0,0,0,0,138349988,0,0
"TV",201712,31,3400075282247,"PU",1,3,0,0,303380000,0,0,0,0,0
"TV",201712,31,3400075282247,"PU",2,1,0,0,0,0,0,58406631,0,0
"TV",201712,31,3400075282247,"PU",2,2,0,0,0,0,0,50378997,0,0
"TV",201712,31,3400075282247,"PU",2,3,0,0,0,0,0,964202780,0,0
"TV",201712,31,3400075282247,"PW",1,1,0,0,12375000,0,0,0,0,0
"TV",201712,31,3400075282247,"PW",1,3,0,0,977535000,0,0,0,0,0
"TV",201712,31,3400075282247,"PW",2,1,0,0,0,0,0,263155775,0,0
"TV",201712,31,3400075282247,"PW",2,3,0,0,0,0,0,689156997,0,0
"TV",201712,31,3400075282247,"PW",3,3,0,0,0,0,0,480276649,0,0
"TV",201712,31,3400075282247,"RO",1,1,0,0,194295000,0,0,0,0,0
"TV",201712,31,3400075282247,"RR",1,1,0,0,305300000,0,0,0,0,0
"TV",201712,31,3400075282247,"RR",1,3,0,0,46084000,0,0,0,0,0
"TV",201712,31,3400075282247,"RR",2,3,0,0,0,0,0,415218929,0,0
"TV",201712,31,3400075282247,"SN",1,1,0,0,56782500,0,0,0,0,0
"TV",201712,31,3400075282247,"SN",1,3,0,0,55090500,0,0,0,0,0
"TV",201712,31,3400075282247,"SN",2,1,0,0,0,0,0,102520875,0,0
"TV",201712,31,3400075282247,"SN",2,3,0,0,0,0,0,445411487,0,0
"TV",201712,31,3400075282247,"SP",1,1,0,0,74135000,0,0,0,0,0
"TV",201712,31,3400075282247,"SP",1,3,0,0,61809500,0,0,0,0,0
"TV",201712,31,3400075282247,"SP",2,1,0,0,0,0,0,201864529,0,0
"TV",201712,31,3400075282247,"SP",2,2,0,0,0,0,0,42677969,0,0
"TV",201712,31,3400075282247,"SP",2,3,0,0,0,0,0,141726615,0,0
"TV",201712,31,3400075282247,"SR",1,1,0,0,68025000,0,0,0,0,0
"TV",201712,31,3400075282247,"TP",1,1,0,0,23510000,0,0,0,0,0
"TV",201712,31,3400075282247,"TP",1,3,0,0,70350300,0,0,0,0,0
"TV",201712,31,3400075282247,"TP",2,1,0,0,0,0,0,130919955,0,0
"TV",201712,31,3400075282247,"TP",2,3,0,0,0,0,0,231979214,0,0
"TV",201712,31,3400075282247,"TR",1,1,0,0,70870000,0,0,0,0,0
"TV",201712,31,3400075282247,"TR",1,3,0,0,21352000,0,0,0,0,0
"TV",201712,31,3400075282247,"UP",1,1,0,0,71150000,0,0,0,0,0
"TV",201712,31,3400075282247,"UP",1,3,0,0,173042000,0,0,0,0,0
"TV",201712,31,3400075282247,"SOU",1,1,0,0,74970000,0,0,0,0,0
"TV",201712,31,3400075282247,"SOU",1,3,0,0,443837500,0,0,0,0,0
"TV",201712,31,3400075282247,"SOU",2,1,0,0,0,0,0,357192610,0,0
"TV",201712,31,3400075282247,"SOU",2,2,0,0,0,0,0,68285689,0,0
"TV",201712,31,3400075282247,"SOU",2,3,0,0,0,0,0,134462891,0,0
"TV",201712,31,3400075282247,"SOU",3,1,0,0,0,0,0,264231049,0,0
"TV",201712,31,3400075282247,"SOU",3,3,0,0,0,0,0,504414087,0,0
"TW",201604,30,385401449682,"OR",2,1,0,0,0,0,0,818713273,0,0
"TW",201604,30,385401449682,"PW",2,1,0,0,0,0,0,593607050,0,0
"TW",201604,30,385401449682,"RN",2,1,0,0,0,0,0,407736717,0,0
"TW",201604,30,385401449682,"SN",2,1,0,0,647215000,0,0,9476910329,0,0
"TW",201604,30,385401449682,"SN",2,3,0,0,79087200,0,0,0,0,0
"TW",201604,30,385401449682,"TP",2,1,0,0,0,0,0,3040497963,0,0
"TW",201604,30,385401449682,"SOU",2,1,0,0,0,0,0,6554237685,0,0
"TW",201605,31,277349302986,"OR",2,1,0,0,0,0,0,910859060,0,0
"TW",201605,31,277349302986,"PW",2,1,0,0,0,0,0,369562704,0,0
"TW",201605,31,277349302986,"SN",2,1,0,0,89739000,0,0,8728069274,0,0
"TW",201605,31,277349302986,"SP",2,1,0,0,0,0,0,464745554,0,0
"TW",201605,31,277349302986,"TP",2,1,0,0,0,0,0,3149025100,0,0
"TW",201605,31,277349302986,"SOU",2,1,0,0,0,0,0,4523246798,0,0
"TW",201606,30,194754476699,"OR",2,1,0,0,0,0,0,952121671,0,0
"TW",201606,30,194754476699,"PW",2,1,0,0,0,0,0,224365392,0,0
"TW",201606,30,194754476699,"SN",2,1,0,0,0,0,0,5808553501,0,0
"TW",201606,30,194754476699,"SN",2,3,0,0,98707500,0,0,0,0,0
"TW",201606,30,194754476699,"SP",2,1,0,0,0,0,0,369789071,0,0
"TW",201606,30,194754476699,"TP",2,1,0,0,0,0,0,3357357818,0,0
"TW",201606,30,194754476699,"SOU",2,1,0,0,0,0,0,4323266612,0,0
"TW",201607,31,191249052273,"OR",2,1,0,0,0,0,0,26186374,0,0
"TW",201608,31,195612723720,"OR",2,1,0,0,0,0,0,96211788,0,0
"TW",201608,31,195612723720,"TP",2,1,0,0,0,0,0,899933447,0,0
"TW",201609,28,194548384106,"TP",2,1,0,0,0,0,0,58098345,0,0
"TW",201610,23,195441592172,"TP",2,1,0,0,0,0,0,46264014,0,0
"TW",201611,30,195935992934,"OR",2,1,0,0,0,0,0,74584488,0,0
"TW",201611,30,195935992934,"TP",2,1,0,0,0,0,0,209041793,0,0
"TW",201612,31,193041660543,"TP",2,1,0,0,0,0,0,53262719,0,0
"TW",201701,29,192813025983,"OR",1,1,0,0,1874531000,0,0,0,0,0
"TW",201701,29,192813025983,"TP",1,1,0,0,23844123500,0,0,0,0,0
"UN",201604,30,48195443572,"OR",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"OR",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PP",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PP",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PP",3,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PS",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PS",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PU",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PW",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"PW",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"QN",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"RN",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"RO",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"RR",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SN",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SP",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SP",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SR",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"ST",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SV",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TP",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TP",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TP",3,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TR",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TS",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TT",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TU",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TV",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TV",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TW",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"TW",2,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SOU",1,1,0,0,0,0,0,0,0,0
"UN",201604,30,48195443572,"SOU",2,1,0,0,0,0,0,0,0,0
"UP",201604,30,136048029279,"OR",2,3,0,0,1466310000,0,0,0,0,0
"UP",201604,30,136048029279,"PP",2,3,0,0,1235135000,0,0,0,0,0
"UP",201604,30,136048029279,"PW",2,3,0,0,2.642e+09,0,0,23052347,0,0
"UP",201604,30,136048029279,"PW",3,1,0,0,0,0,0,93209663,0,0
"UP",201604,30,136048029279,"RN",2,1,0,0,0,0,0,102131500,0,0
"UP",201604,30,136048029279,"RN",2,3,0,0,1651250000,0,0,0,0,0
"UP",201604,30,136048029279,"SN",2,1,0,0,145891667,0,0,571391603,0,0
"UP",201604,30,136048029279,"SN",2,3,0,0,660500000,0,0,295450218,0,0
"UP",201604,30,136048029279,"SN",3,1,0,0,0,0,0,1063422883,0,0
"UP",201604,30,136048029279,"SN",3,2,0,0,0,0,0,918351795,0,0
"UP",201604,30,136048029279,"SR",2,1,0,0,0,0,0,35736203,0,0
"UP",201604,30,136048029279,"SR",3,1,0,0,0,0,0,439083128,0,0
"UP",201604,30,136048029279,"TP",2,1,0,0,0,0,0,1027467062,0,0
"UP",201604,30,136048029279,"SOU",3,1,0,0,0,0,0,28351839,0,0
"UP",201605,31,138949260032,"OR",2,3,0,0,2664007500,0,0,0,0,0
"UP",201605,31,138949260032,"PP",2,3,0,0,4741241400,0,0,0,0,0
"UP",201605,31,138949260032,"PS",2,3,0,0,2110447500,0,0,0,0,0
"UP",201605,31,138949260032,"PW",2,3,0,0,2027413500,0,0,0,0,0
"UP",201605,31,138949260032,"PW",3,1,0,0,0,0,0,31288267,0,0
"UP",201605,31,138949260032,"RN",2,1,0,0,0,0,0,2943025,0,0
"UP",201605,31,138949260032,"RN",2,3,0,0,0,0,0,465653110,0,0
"UP",201605,31,138949260032,"RO",2,3,0,0,69195000,0,0,0,0,0
"UP",201605,31,138949260032,"SN",2,1,0,0,0,0,0,388935727,0,0
"UP",201605,31,138949260032,"SN",2,2,0,0,0,0,0,15695913,0,0
"UP",201605,31,138949260032,"SN",2,3,0,0,18509662500,0,0,460695130,0,0
"UP",201605,31,138949260032,"SN",3,1,0,0,0,0,0,619355100,0,0
"UP",201605,31,138949260032,"SN",3,2,0,0,0,0,0,1040546839,0,0
"UP",201605,31,138949260032,"SR",2,1,0,0,0,0,0,16649651,0,0
"UP",201605,31,138949260032,"SR",3,1,0,0,0,0,0,130132806,0,0
"UP",201605,31,138949260032,"TP",2,1,0,0,0,0,0,224467664,0,0
"UP",201605,31,138949260032,"TP",2,3,0,0,0,0,0,116691263,0,0
"UP",201606,30,147679796918,"OR",2,3,0,0,1455850000,0,0,0,0,0
"UP",201606,30,147679796918,"PP",2,3,0,0,595575000,0,0,0,0,0
"UP",201606,30,147679796918,"PS",2,3,0,0,1191150000,0,0,0,0,0
"UP",201606,30,147679796918,"PW",2,1,0,0,0,0,0,340346348,0,0
"UP",201606,30,147679796918,"PW",2,3,0,0,1588200000,0,0,0,0,0
"UP",201606,30,147679796918,"PW",3,1,0,0,0,0,0,185157610,0,0
"UP",201606,30,147679796918,"RO",2,3,0,0,66175000,0,0,0,0,0
"UP",201606,30,147679796918,"SN",2,1,0,0,0,0,0,1498237947,0,0
"UP",201606,30,147679796918,"SN",2,3,0,0,1158062500,0,0,0,0,0
"UP",201606,30,147679796918,"SN",3,1,0,0,0,0,0,1821621749,0,0
"UP",201606,30,147679796918,"SN",3,2,0,0,0,0,0,1218191853,0,0
"UP",201606,30,147679796918,"SP",2,1,0,0,0,0,0,53153503,0,0
"UP",201606,30,147679796918,"SP",2,3,0,0,1885987500,0,0,0,0,0
"UP",201606,30,147679796918,"SR",2,1,0,0,0,0,0,44103858,0,0
"UP",201606,30,147679796918,"SR",3,1,0,0,0,0,0,785804371,0,0
"UP",201606,30,147679796918,"TP",2,1,0,0,0,0,0,1023064522,0,0
"UP",201606,30,147679796918,"TP",2,3,0,0,0,0,0,36246271,0,0
"UP",201606,30,147679796918,"TV",2,3,0,0,66175000,0,0,0,0,0
"UP",201606,30,147679796918,"SOU",3,1,0,0,0,0,0,87025564,0,0
"UP",201607,31,137366327618,"OR",2,1,0,0,2798230000,0,0,0,0,0
"UP",201607,31,137366327618,"OR",2,3,0,0,131098000,0,0,0,0,0
"UP",201607,31,137366327618,"PP",2,1,0,0,1113090000,0,0,0,0,0
"UP",201607,31,137366327618,"PP",2,3,0,0,688264500,0,0,0,0,0
"UP",201607,31,137366327618,"PS",2,1,0,0,1173345500,0,0,0,0,0
"UP",201607,31,137366327618,"PS",2,3,0,0,1782932800,0,0,0,0,0
"UP",201607,31,137366327618,"PW",2,1,0,0,492350000,0,0,20803763,0,0
"UP",201607,31,137366327618,"PW",2,3,0,0,589941000,0,0,62483322,0,0
"UP",201607,31,137366327618,"PW",3,1,0,0,0,0,0,228306431,0,0
"UP",201607,31,137366327618,"RO",2,3,0,0,458843000,0,0,0,0,0
"UP",201607,31,137366327618,"SN",2,1,0,0,5270400000,0,0,821049196,0,0
"UP",201607,31,137366327618,"SN",2,3,0,0,393294000,0,0,28494897,0,0
"UP",201607,31,137366327618,"SN",3,1,0,0,0,0,0,2283852242,0,0
"UP",201607,31,137366327618,"SN",3,2,0,0,0,0,0,1191298673,0,0
"UP",201607,31,137366327618,"SP",2,1,0,0,3351370000,0,0,306396645,0,0
"UP",201607,31,137366327618,"SP",2,3,0,0,2110677800,0,0,0,0,0
"UP",201607,31,137366327618,"SR",2,1,0,0,0,0,0,50523699,0,0
"UP",201607,31,137366327618,"SR",3,1,0,0,0,0,0,972497418,0,0
"UP",201607,31,137366327618,"TP",2,1,0,0,0,0,0,330291045,0,0
"UP",201607,31,137366327618,"TP",2,3,0,0,0,0,0,44445916,0,0
"UP",201607,31,137366327618,"TV",2,3,0,0,1245431000,0,0,0,0,0
"UP",201607,31,137366327618,"SOU",3,1,0,0,0,0,0,109618381,0,0
"UP",201608,31,117555904299,"PP",2,3,0,0,3672810000,0,0,0,0,0
"UP",201608,31,117555904299,"PS",2,2,0,0,0,0,0,2989068,0,0
"UP",201608,31,117555904299,"PS",2,3,0,0,3882296200,0,0,0,0,0
"UP",201608,31,117555904299,"PW",2,1,0,0,58700000,0,0,19928396,0,0
"UP",201608,31,117555904299,"PW",2,2,0,0,0,0,0,42224955,0,0
"UP",201608,31,117555904299,"PW",2,3,0,0,5832286250,0,0,520715875,0,0
"UP",201608,31,117555904299,"PW",3,1,0,0,0,0,0,273043876,0,0
"UP",201608,31,117555904299,"RO",2,3,0,0,476105000,0,0,0,0,0
"UP",201608,31,117555904299,"SN",2,1,0,0,45938666,0,0,337623786,0,0
"UP",201608,31,117555904299,"SN",2,3,0,0,1611955500,0,0,1629280139,0,0
"UP",201608,31,117555904299,"SN",3,1,0,0,0,0,0,2415006327,0,0
"UP",201608,31,117555904299,"SN",3,2,0,0,0,0,0,1429934820,0,0
"UP",201608,31,117555904299,"SP",2,1,0,0,0,0,0,58489931,0,0
"UP",201608,31,117555904299,"SP",2,3,0,0,5359582000,0,0,332073572,0,0
"UP",201608,31,117555904299,"SR",2,1,0,0,0,0,0,50133305,0,0
"UP",201608,31,117555904299,"SR",3,1,0,0,0,0,0,942570393,0,0
"UP",201608,31,117555904299,"TP",2,3,0,0,0,0,0,585610342,0,0
"UP",201608,31,117555904299,"TV",2,3,0,0,931805500,0,0,0,0,0
"UP",201608,31,117555904299,"SOU",3,1,0,0,0,0,0,142219730,0,0
"UP",201609,30,118468245525,"OR",2,3,0,0,1576680000,0,0,0,0,0
"UP",201609,30,118468245525,"PP",2,1,0,0,658112500,0,0,0,0,0
"UP",201609,30,118468245525,"PP",2,3,0,0,1583906450,0,0,0,0,0
"UP",201609,30,118468245525,"PS",2,1,0,0,65788000,0,0,0,0,0
"UP",201609,30,118468245525,"PS",2,3,0,0,1737632750,0,0,0,0,0
"UP",201609,30,118468245525,"PW",2,1,0,0,2819850000,0,0,216231626,0,0
"UP",201609,30,118468245525,"PW",2,3,0,0,1601644100,0,0,0,0,0
"UP",201609,30,118468245525,"PW",3,1,0,0,0,0,0,313439777,0,0
"UP",201609,30,118468245525,"RO",2,3,0,0,656950000,0,0,0,0,0
"UP",201609,30,118468245525,"SN",2,1,0,0,167200000,0,0,612575015,0,0
"UP",201609,30,118468245525,"SN",2,2,0,0,0,0,0,24201331,0,0
"UP",201609,30,118468245525,"SN",2,3,0,0,1196305950,0,0,0,0,0
"UP",201609,30,118468245525,"SN",3,1,0,0,0,0,0,2610717582,0,0
"UP",201609,30,118468245525,"SN",3,2,0,0,0,0,0,1984775115,0,0
"UP",201609,30,118468245525,"SP",2,1,0,0,1190340000,0,0,84296952,0,0
"UP",201609,30,118468245525,"SP",2,3,0,0,2960216700,0,0,0,0,0
"UP",201609,30,118468245525,"SR",2,1,0,0,0,0,0,54693242,0,0
"UP",201609,30,118468245525,"SR",3,1,0,0,0,0,0,680192939,0,0
"UP",201609,30,118468245525,"TP",2,1,0,0,0,0,0,576424641,0,0
"UP",201609,30,118468245525,"TR",2,1,0,0,131620000,0,0,0,0,0
"UP",201609,30,118468245525,"TV",2,3,0,0,394170000,0,0,0,0,0
"UP",201609,30,118468245525,"SOU",3,1,0,0,0,0,0,131255959,0,0
"UP",201610,31,135136312727,"OR",2,1,0,0,326550000,0,0,0,0,0
"UP",201610,31,135136312727,"OR",2,3,0,0,3.25e+08,0,0,0,0,0
"UP",201610,31,135136312727,"PP",2,1,0,0,261057000,0,0,0,0,0
"UP",201610,31,135136312727,"PP",2,3,0,0,978250000,0,0,0,0,0
"UP",201610,31,135136312727,"PS",2,1,0,0,196130000,0,0,0,4001166667,0
"UP",201610,31,135136312727,"PS",2,3,0,0,4699500000,0,0,0,0,0
"UP",201610,31,135136312727,"PW",2,1,0,0,651900000,0,0,325978312,0,0
"UP",201610,31,135136312727,"PW",2,3,0,0,7.8e+08,0,0,33850584,0,0
"UP",201610,31,135136312727,"PW",3,1,0,0,0,0,0,288648678,0,0
"UP",201610,31,135136312727,"RO",2,3,0,0,5.85e+08,0,0,0,0,0
"UP",201610,31,135136312727,"SN",2,1,0,0,445822222,0,0,1346294640,0,0
"UP",201610,31,135136312727,"SN",2,3,0,0,1.053e+09,0,0,13457631,0,0
"UP",201610,31,135136312727,"SN",3,1,0,0,0,0,0,2581875425,0,0
"UP",201610,31,135136312727,"SN",3,2,0,0,0,0,0,1848555021,0,0
"UP",201610,31,135136312727,"SP",2,1,0,0,2535855000,0,0,165316030,0,0
"UP",201610,31,135136312727,"SP",2,3,0,0,3.38e+09,0,0,0,0,0
"UP",201610,31,135136312727,"SR",3,1,0,0,0,0,0,100081352,0,0
"UP",201610,31,135136312727,"TP",2,1,0,0,0,0,0,1266966070,0,0
"UP",201610,31,135136312727,"TR",2,1,0,0,194910000,0,0,0,0,0
"UP",201610,31,135136312727,"TR",2,3,0,0,292500000,0,0,0,0,0
"UP",201610,31,135136312727,"TV",2,1,0,0,457135000,0,0,0,0,0
"UP",201610,31,135136312727,"TV",2,3,0,0,6.5e+07,0,0,0,0,0
"UP",201610,31,135136312727,"SOU",2,1,0,0,0,0,0,113946653,0,0
"UP",201611,30,111049503675,"OR",2,1,0,0,1348750000,0,0,0,0,0
"UP",201611,30,111049503675,"PP",2,1,0,0,3737918500,0,0,0,0,0
"UP",201611,30,111049503675,"PP",2,3,0,0,202365000,0,0,0,0,0
