"INS_COD","PERIODO","CODIGO","MONTO_TOTAL"
"UN",201605,"C_2800000",1876021021
"UN",201605,"C_2800060",0
"UN",201605,"C_3101000",39579421370
"UN",201605,"C_3101001",39579421370
"UN",201605,"C_3102000",188670465
"UN",201605,"C_5001000",43823591268
"PU",201605,"C_1000000",10733387367874
"PU",201605,"C_1302000",4676967366519
"PU",201605,"C_1302100",2958487198492
"PU",201605,"C_1302200",815667524716
"PU",201605,"C_1304000",2838403998804
"PU",201605,"C_1304100",172632492478
"PU",201605,"C_1304102",0
"PU",201605,"C_1304200",71709424164
"PU",201605,"C_1304400",0
"PU",201605,"C_1304500",2558929881500
"PU",201605,"C_1305000",675891334803
"PU",201605,"C_1305100",540364806439
"PU",201605,"C_1305300",37696583485
"PU",201605,"C_1305400",97810964982
"PU",201605,"C_1305900",18979897
"PU",201605,"C_1350000",556464035925
"PU",201605,"C_1350100",118377564021
"PU",201605,"C_1360000",0
"PU",201605,"C_1360100",0
"PU",201605,"C_1400000",127985928189
"PU",201605,"C_1400100",127008495858
"PU",201605,"C_1600000",63783736138
"PU",201605,"C_1600101",57248662455
"PU",201605,"C_1600102",4339719187
"PU",201605,"C_1600110",-13363785314
"PU",201605,"C_1600201",35315762407
"PU",201605,"C_1600202",765004354
"PU",201605,"C_1600210",-20521626951
"PU",201605,"C_2100000",1042575127511
"PU",201605,"C_2100100",821948873600
"PU",201605,"C_2100200",67473230642
"PU",201605,"C_2160000",1617457867
"PU",201605,"C_2160100",0
"PU",201605,"C_2160200",1617457867
"PU",201605,"C_2200000",4617197816113
"PU",201605,"C_2200100",4581473723713
"PU",201605,"C_2200200",35724092400
"PU",201605,"C_2301000",0
"PU",201605,"C_2302000",772905389327
"PU",201605,"C_2402000",2508805114158
"PU",201605,"C_2500000",31790941539
"PU",201605,"C_2800000",53895299716
"PU",201605,"C_2800060",160121427
"PU",201605,"C_3101000",390158157004
"PU",201605,"C_3101001",390158157004
"PU",201605,"C_3102000",56190033718
"PU",201605,"C_5001000",805118263836
"TS",201605,"C_1000000",893822728530
"TS",201605,"C_1302000",0
"TS",201605,"C_1302100",0
"TS",201605,"C_1302200",0
"TS",201605,"C_1304000",0
"TS",201605,"C_1304100",0
"TS",201605,"C_1304102",0
"TS",201605,"C_1304200",0
"TS",201605,"C_1304400",0
"TS",201605,"C_1304500",0
"TS",201605,"C_1305000",0
"TS",201605,"C_1305100",0
"TS",201605,"C_1305300",0
"TS",201605,"C_1305400",0
"TS",201605,"C_1305900",0
"TS",201605,"C_1350000",0
"TS",201605,"C_1350100",0
"TS",201605,"C_1360000",0
"TS",201605,"C_1360100",0
"TS",201605,"C_1400000",979985043
"TS",201605,"C_1400100",0
"TS",201605,"C_1600000",164552862
"TS",201605,"C_1600101",0
"TS",201605,"C_1600102",181088963
"TS",201605,"C_1600110",-181088962
"TS",201605,"C_1600201",1167077839
"TS",201605,"C_1600202",45595896
"TS",201605,"C_1600210",-1048120874
"TS",201605,"C_2100000",51542448988
"TS",201605,"C_2100100",51522314884
"TS",201605,"C_2100200",103590
"TS",201605,"C_2160000",0
"TS",201605,"C_2160100",0
"TS",201605,"C_2160200",0
"TS",201605,"C_2200000",0
"TS",201605,"C_2200100",0
"TS",201605,"C_2200200",0
"TS",201605,"C_2301000",0
"TS",201605,"C_2302000",0
"TS",201605,"C_2402000",0
"TS",201605,"C_2500000",0
"TS",201605,"C_2800000",82527676
"TS",201605,"C_2800060",0
"TS",201605,"C_3101000",41553002915
"TS",201605,"C_3101001",41553002915
"TS",201605,"C_3102000",2616498210
"TS",201605,"C_5001000",56502490643
"UP",201605,"C_1000000",183008169004
"UP",201605,"C_1302000",28436769759
"UP",201605,"C_1302100",28436769759
"UP",201605,"C_1302200",0
"UP",201605,"C_1304000",0
"UP",201605,"C_1304100",0
"UP",201605,"C_1304102",0
"UP",201605,"C_1304200",0
"UP",201605,"C_1304400",0
"UP",201605,"C_1304500",0
"UP",201605,"C_1305000",0
"UP",201605,"C_1305100",0
"UP",201605,"C_1305300",0
"UP",201605,"C_1305400",0
"UP",201605,"C_1305900",0
"UP",201605,"C_1350000",10921909614
"UP",201605,"C_1350100",9142761513
"UP",201605,"C_1360000",0
"UP",201605,"C_1360100",0
"UP",201605,"C_1400000",0
"UP",201605,"C_1400100",0
"UP",201605,"C_1600000",1978475672
"UP",201605,"C_1600101",0
"UP",201605,"C_1600102",0
"UP",201605,"C_1600110",0
"UP",201605,"C_1600201",867583973
"UP",201605,"C_1600202",1672135771
"UP",201605,"C_1600210",-561244072
"UP",201605,"C_2100000",54345557016
"UP",201605,"C_2100100",54345557016
"UP",201605,"C_2100200",0
"UP",201605,"C_2160000",0
"UP",201605,"C_2160100",0
"UP",201605,"C_2160200",0
"UP",201605,"C_2200000",8772900881
"UP",201605,"C_2200100",8771903567
"UP",201605,"C_2200200",0
"UP",201605,"C_2301000",0
"UP",201605,"C_2302000",0
"UP",201605,"C_2402000",0
"UP",201605,"C_2500000",0
"UP",201605,"C_2800000",462294377
"UP",201605,"C_2800060",77413350
"UP",201605,"C_3101000",72576797658
"UP",201605,"C_3101001",72576797658
"UP",201605,"C_3102000",0
"UP",201605,"C_5001000",72449831684
"RO",201605,"C_1000000",5457339542045
"RO",201605,"C_1302000",3315366959766
"RO",201605,"C_1302100",2631866269654
"RO",201605,"C_1302200",269056592046
"RO",201605,"C_1304000",650977858742
"RO",201605,"C_1304100",1830025221
"RO",201605,"C_1304102",0
"RO",201605,"C_1304200",305493838499
"RO",201605,"C_1304400",0
"RO",201605,"C_1304500",343634350615
"RO",201605,"C_1305000",120646207325
"RO",201605,"C_1305100",83351853164
"RO",201605,"C_1305300",10778642851
"RO",201605,"C_1305400",26515711310
"RO",201605,"C_1305900",0
"RO",201605,"C_1350000",288205333869
"RO",201605,"C_1350100",210856737487
"RO",201605,"C_1360000",0
"RO",201605,"C_1360100",0
"RO",201605,"C_1400000",111008182085
"RO",201605,"C_1400100",110558641763
"RO",201605,"C_1600000",25918392101
"RO",201605,"C_1600101",26764443489
"RO",201605,"C_1600102",6250881202
"RO",201605,"C_1600110",-12803313138
"RO",201605,"C_1600201",18139577184
"RO",201605,"C_1600202",6025772951
"RO",201605,"C_1600210",-18458969587
"RO",201605,"C_2100000",920689877928
"RO",201605,"C_2100100",752455987306
"RO",201605,"C_2100200",41448355659
"RO",201605,"C_2160000",0
"RO",201605,"C_2160100",0
"RO",201605,"C_2160200",0
"RO",201605,"C_2200000",2590052519919
"RO",201605,"C_2200100",2584094354567
"RO",201605,"C_2200200",5958165352
"RO",201605,"C_2301000",0
"RO",201605,"C_2302000",114558848078
"RO",201605,"C_2402000",1042137093036
"RO",201605,"C_2500000",202894207839
"RO",201605,"C_2800000",16613031077
"RO",201605,"C_2800060",0
"RO",201605,"C_3101000",32141439995
"RO",201605,"C_3101001",32141439995
"RO",201605,"C_3102000",6042201490
"RO",201605,"C_5001000",423507394122
"ST",201606,"C_2402000",0
"ST",201606,"C_2500000",0
"ST",201606,"C_2800000",32445280
"ST",201606,"C_2800060",0
"ST",201606,"C_3101000",20772560489
"ST",201606,"C_3101001",20772560489
"ST",201606,"C_3102000",439240698
"ST",201606,"C_5001000",21023114272
"WRN",201605,"C_1000000",7825317423030
"WRN",201605,"C_1302000",3599080323247
"WRN",201605,"C_1302100",3018176609726
"WRN",201605,"C_1302200",0
"WRN",201605,"C_1304000",503105898133
"WRN",201605,"C_1304100",0
"WRN",201605,"C_1304102",0
"WRN",201605,"C_1304200",0
"WRN",201605,"C_1304400",0
"WRN",201605,"C_1304500",223319270709
"WRN",201605,"C_1305000",1116303938715
"WRN",201605,"C_1305100",870707623339
"WRN",201605,"C_1305300",4243780519
"WRN",201605,"C_1305400",135747495914
"WRN",201605,"C_1305900",88112341666
"WRN",201605,"C_1350000",698199280270
"WRN",201605,"C_1350100",0
"WRN",201605,"C_1360000",110538239705
"WRN",201605,"C_1360100",0
"WRN",201605,"C_1400000",37798322821
"WRN",201605,"C_1400100",35210815437
"WRN",201605,"C_1600000",47779471365
"WRN",201605,"C_1600101",46609914454
"WRN",201605,"C_1600102",2409879350
"WRN",201605,"C_1600110",-12876146169
"WRN",201605,"C_1600201",32799447828
"WRN",201605,"C_1600202",13641975762
"WRN",201605,"C_1600210",-34805599860
"WRN",201605,"C_2100000",2622183238867
"WRN",201605,"C_2100100",672942506708
"WRN",201605,"C_2100200",1886501052927
"WRN",201605,"C_2160000",722795975369
"WRN",201605,"C_2160100",0
"WRN",201605,"C_2160200",722795975369
"WRN",201605,"C_2200000",2593672263739
"WRN",201605,"C_2200100",2570129671030
"WRN",201605,"C_2200200",23542592709
"WRN",201605,"C_2301000",0
"WRN",201605,"C_2302000",480941140899
"WRN",201605,"C_2402000",399952397356
"WRN",201605,"C_2500000",1171631373
"WRN",201605,"C_2800000",51592647763
"WRN",201605,"C_2800060",191509058
"WRN",201605,"C_3101000",88545995300
"WRN",201605,"C_3101001",88545995300
"WRN",201605,"C_3102000",684134945381
"WRN",201605,"C_5001000",777803860998
"PNQS",201606,"C_3101000",763070388645
"PNQS",201606,"C_1304100",0
"PNQS",201606,"C_1600102",4297965533
"PNQS",201606,"C_2500000",0
"PNQS",201606,"C_1305100",68910873138
"PNQS",201606,"C_1305900",0
"PNQS",201606,"C_1360100",0
"PNQS",201606,"C_1600110",-3321461369
"PNQS",201606,"C_2160000",105053647288
"PNQS",201606,"C_2301000",64835233886
"PNQS",201606,"C_3101001",763070388645
"SOU",201605,"C_1302000",4445200348959
"SOU",201605,"C_1302100",3134856151137
"SOU",201605,"C_1302200",621919461524
"SOU",201605,"C_1304000",3374234912992
"SOU",201605,"C_1304100",9171771373
"SOU",201605,"C_1304102",0
"SOU",201605,"C_1304200",16725043693
"SOU",201605,"C_1304400",0
"SOU",201605,"C_1304500",3346747667711
"SOU",201605,"C_1305000",1109024389824
"SOU",201605,"C_1305100",815396288628
"SOU",201605,"C_1305300",58400945150
"SOU",201605,"C_1305400",234752044602
"SOU",201605,"C_1305900",2741377
"SOU",201605,"C_1350000",698937866755
"SOU",201605,"C_1350100",526323820482
"SOU",201605,"C_1360000",3354097786
"SOU",201605,"C_1360100",0
"SOU",201605,"C_1400000",93841624675
"SOU",201605,"C_1400100",91428909738
"SOU",201605,"C_1600000",70431155631
"SOU",201605,"C_1600101",48490083135
"SOU",201605,"C_1600102",29570376866
"SOU",201605,"C_1600110",-25122327294
"SOU",201605,"C_1600201",81266851598
"SOU",201605,"C_1600202",1978594429
"SOU",201605,"C_1600210",-65752423103
"SOU",201605,"C_2100000",1543133430560
"PW",201605,"C_1000000",24123542983799
"PW",201605,"C_1302000",10214369428528
"PW",201605,"C_1302100",8157234713291
"PW",201605,"C_1302200",853503557705
"PW",201605,"C_1304000",4033905861382
"PW",201605,"C_1304100",24729430336
"PW",201605,"C_1304102",0
"PW",201605,"C_1304200",14455403769
"PW",201605,"C_1304400",0
"PW",201605,"C_1304500",3994721027277
"PW",201605,"C_1305000",2357515520933
"PW",201605,"C_1305100",1853415806018
"PW",201605,"C_1305300",107935741651
"PW",201605,"C_1305400",392525285730
"PW",201605,"C_1305900",866162159
"PW",201605,"C_1350000",1201160401449
"PW",201605,"C_1350100",916298101389
"PW",201605,"C_1360000",0
"PW",201605,"C_1360100",0
"PW",201605,"C_1400000",1123698220568
"PW",201605,"C_1400100",1123445044501
"PW",201605,"C_1600000",226131899293
"PW",201605,"C_1600101",187879334140
"PW",201605,"C_1600102",45473270480
"PW",201605,"C_1600110",-55816442917
"PW",201605,"C_1600201",117969864018
"PW",201605,"C_1600202",50698391657
"PW",201605,"C_1600210",-120072518085
"PW",201605,"C_2100000",4937211676700
"PW",201605,"C_2100100",4251677823557
"PW",201605,"C_2100200",393563474912
"PW",201605,"C_2160000",40642563941
"PW",201605,"C_2160100",9621020834
"PW",201605,"C_2160200",31021543107
"PW",201605,"C_2200000",8642186006773
"PW",201605,"C_2200100",8590307262430
"PW",201605,"C_2200200",50709993405
"PW",201605,"C_2301000",8e+10
"PW",201605,"C_2302000",1087568618813
"PW",201605,"C_2402000",3942418549047
"PW",201605,"C_2500000",70843519625
"PW",201605,"C_2800000",738131298415
"PW",201605,"C_2800060",0
"PW",201605,"C_3101000",2276819760487
"PW",201605,"C_3101001",2276819760487
"PW",201605,"C_3102000",109255651
"PW",201605,"C_5001000",2380086997591
"QNU",201605,"C_1000000",742746480374
"QNU",201605,"C_1302000",0
"QNU",201605,"C_1302100",0
"QNU",201605,"C_1302200",0
"QNU",201605,"C_1304000",0
"QNU",201605,"C_1304100",0
"QNU",201605,"C_1304102",0
"QNU",201605,"C_1304200",0
"QNU",201605,"C_1304400",0
"QNU",201605,"C_1304500",0
"QNU",201605,"C_1305000",684985647321
"QNU",201605,"C_1305100",167083416088
"QNU",201605,"C_1305300",0
"QNU",201605,"C_1305400",517902231233
"QNU",201605,"C_1305900",0
"QNU",201605,"C_1350000",0
"QNU",201605,"C_1350100",0
"QNU",201605,"C_1360000",0
"QNU",201605,"C_1360100",0
"QNU",201605,"C_1400000",0
"QNU",201605,"C_1400100",0
"QNU",201605,"C_1600000",1798229612
"QNU",201605,"C_1600101",235938627
"QNU",201605,"C_1600102",1933630830
"QNU",201605,"C_1600110",-1602624788
"QNU",201605,"C_1600201",3128576665
"QNU",201605,"C_1600202",0
"QNU",201605,"C_1600210",-1897291722
"QNU",201605,"C_2100000",8434820391
"QNU",201605,"C_2100100",0
"QNU",201605,"C_2100200",0
"QNU",201605,"C_2160000",0
"QNU",201605,"C_2160100",0
"QNU",201605,"C_2160200",0
"QNU",201605,"C_2200000",0
"QNU",201605,"C_2200100",0
"QNU",201605,"C_2200200",0
"QNU",201605,"C_2301000",515201429954
"QNU",201605,"C_2302000",0
"QNU",201605,"C_2402000",0
"QNU",201605,"C_2500000",28438643418
"QNU",201605,"C_2800000",38602253224
"QNU",201605,"C_2800060",0
"QNU",201605,"C_3101000",63248041401
"QNU",201605,"C_3101001",63248041401
"QNU",201605,"C_3102000",0
"QNU",201605,"C_5001000",129622880950
"RR",201605,"C_1000000",1336322601220
"RR",201605,"C_1302000",243365837390
"RR",201605,"C_1302100",181814487248
"RR",201605,"C_1302200",50008378045
"RR",201605,"C_1304000",0
"RR",201605,"C_1304100",0
"RR",201605,"C_1304102",0
"RR",201605,"C_1304200",0
"RR",201605,"C_1304400",0
"RR",201605,"C_1304500",0
"RR",201605,"C_1305000",141628812
"RR",201605,"C_1305100",141628812
"RR",201605,"C_1305300",0
"RR",201605,"C_1305400",0
"RR",201605,"C_1305900",0
"RR",201605,"C_1350000",441357955806
"RR",201605,"C_1350100",340702630190
"RR",201605,"C_1360000",0
"RR",201605,"C_1360100",0
"RR",201605,"C_1400000",274338298
"RR",201605,"C_1400100",0
"RR",201605,"C_1600000",1304632127
"RR",201605,"C_1600101",0
"RR",201605,"C_1600102",0
"RR",201605,"C_1600110",0
"RR",201605,"C_1600201",416131830
"RR",201605,"C_1600202",2769904392
"RR",201605,"C_1600210",-1881404095
"RR",201605,"C_2100000",120064658984
"RR",201605,"C_2100100",114266443643
"RR",201605,"C_2100200",46043396
"RR",201605,"C_2160000",4975507547
"RR",201605,"C_2160100",4975507547
"RR",201605,"C_2160200",0
"RR",201605,"C_2200000",639081403336
"RR",201605,"C_2200100",639081403336
"RR",201605,"C_2200200",0
"RR",201605,"C_2301000",40003888888
"RR",201605,"C_2302000",2649994486
"RR",201605,"C_2402000",0
"RR",201605,"C_2500000",0
"RR",201605,"C_2800000",2087022755
"RR",201605,"C_2800060",0
"RR",201605,"C_3101000",83103345135
"RR",201605,"C_3101001",83103345135
"RR",201605,"C_3102000",0
"RR",201605,"C_5001000",87675433874
"UN",201606,"C_1305000",0
"UN",201606,"C_1305100",0
"UN",201606,"C_1305300",0
"UN",201606,"C_1305400",0
"UN",201606,"C_1305900",0
"UN",201606,"C_1350000",4993921233
"UN",201606,"C_1350100",4993921233
"UN",201606,"C_1360000",0
"UN",201606,"C_1360100",0
"UN",201606,"C_1400000",10082625
"UN",201606,"C_1400100",0
"UN",201606,"C_1600000",594050847
"UN",201606,"C_1600101",0
"UN",201606,"C_1600102",6296093
"UN",201606,"C_1600110",0
"UN",201606,"C_1600201",2550976731
"UN",201606,"C_1600202",123647403
"UN",201606,"C_1600210",-2086869380
"UN",201606,"C_1302200",0
"UN",201606,"C_1304000",10179924188
"UN",201606,"C_1304100",8643367941
"UN",201606,"C_1304102",515310271
"UN",201606,"C_1304200",0
"UN",201606,"C_1304400",0
"UN",201606,"C_1304500",0
"UN",201606,"C_2100000",1636840039
"UN",201606,"C_2100100",0
"UN",201606,"C_2100200",290992665
"WTQ",201605,"C_2800060",1410119985
"WTQ",201605,"C_1304500",17292745267057
"WTQ",201605,"C_1305400",1794835099012
"WTQ",201605,"C_1360000",37205732395
"WTQ",201605,"C_1600202",327201154779
"WTQ",201605,"C_1600210",-557062827287
"WTQ",201605,"C_2100100",16876521116784
"WTQ",201605,"C_3101001",6146388224908
"WTQ",201605,"C_1304200",1376500928608
"WTQ",201605,"C_1305000",9404717199189
"WTQ",201605,"C_1305100",6996356099174
"WTQ",201605,"C_1600000",826303279097
"WTQ",201605,"C_1600102",96824563862
"WTQ",201605,"C_2100000",21574146896543
"WTQ",201605,"C_2160200",501877023530
"WTQ",201605,"C_2302000",3371621048952
"WTQ",201605,"C_3101000",6146388224908
"WTQ",201605,"C_1000000",102461730423928
"WTQ",201605,"C_1400100",2024197296429
"TP",201605,"C_2100000",601465394602
"TP",201605,"C_2100100",514851821423
"TP",201605,"C_2100200",37477032766
"TP",201605,"C_2160000",229076334
"TP",201605,"C_2160100",0
"TP",201605,"C_2160200",229076334
"TP",201605,"C_2200000",2640771212072
"TP",201605,"C_2200100",2640771212072
"TP",201605,"C_2200200",0
"TP",201605,"C_2301000",0
"TP",201605,"C_2302000",117304676900
"TP",201605,"C_2402000",1455870887735
"TP",201605,"C_2500000",20658223493
"TP",201605,"C_2800000",46354733475
"TP",201605,"C_2800060",30705835
"TP",201605,"C_3101000",252046740285
"TP",201605,"C_3101001",252046740285
"TP",201605,"C_3102000",24697402979
"TP",201605,"C_5001000",442642546205
"TR",201605,"C_1000000",2168801806679
"TR",201605,"C_1302000",132355667357
"TR",201605,"C_1302100",6036146194
"TR",201605,"C_1302200",0
"TR",201605,"C_1304000",423338012252
"TR",201605,"C_1304100",105864640632
"TR",201605,"C_1304102",0
"TR",201605,"C_1304200",69532660609
"TR",201605,"C_1304400",0
"TR",201605,"C_1304500",225395805082
"TR",201605,"C_1305000",910887107058
"TR",201605,"C_1305100",860196034633
"TR",201605,"C_1305300",35685745296
"TR",201605,"C_1305400",15005327129
"TR",201605,"C_1305900",0
"TR",201605,"C_1350000",383728203244
"TR",201605,"C_1350100",127157290459
"TR",201605,"C_1360000",0
"TR",201605,"C_1360100",0
"TR",201605,"C_1400000",1938998194
"TR",201605,"C_1400100",1710086395
"TR",201605,"C_1600000",14316731196
"TR",201605,"C_1600101",0
"TR",201605,"C_1600102",16501358093
"TR",201605,"C_1600110",-6776521098
"TR",201605,"C_1600201",15781719131
"TR",201605,"C_1600202",773916329
"TR",201605,"C_1600210",-11963741259
"TR",201605,"C_2100000",306687993440
"TR",201605,"C_2100100",203930661047
"TR",201605,"C_2100200",73321493622
"TR",201605,"C_2160000",0
"TR",201605,"C_2160100",0
"TR",201605,"C_2160200",0
"TR",201605,"C_2200000",1187518977302
"TR",201605,"C_2200100",763537458249
"TR",201605,"C_2200200",54206417577
"TR",201605,"C_2301000",5e+09
"TR",201605,"C_2302000",0
"TR",201605,"C_2402000",245138365096
"TR",201605,"C_2500000",50172712634
"TR",201605,"C_2800000",19713728853
"TR",201605,"C_2800060",0
"TR",201605,"C_3101000",35285502005
"TR",201605,"C_3101001",35285502005
"TR",201605,"C_3102000",140760796171
"TR",201605,"C_5001000",191482007362
"WOQ",201605,"C_1600210",-630923615781
"WOQ",201605,"C_3101000",9378361387810
"WOQ",201605,"C_2160200",612735954492
"WOQ",201605,"C_2302000",7579192638063
"WOQ",201605,"C_1304200",897271911192
"WOQ",201605,"C_1305000",15158968901402
"WOQ",201605,"C_1305100",10471022419249
"WOQ",201605,"C_1600000",958263695412
"WOQ",201605,"C_1600102",197615201164
"WOQ",201605,"C_2100000",27324881917550
"WOQ",201605,"C_1000000",159729047756569
"WOQ",201605,"C_2800000",2529741506576
"WOQ",201605,"C_3102000",4161174076925
"PNTQ",201604,"C_1302200",335839998608
"PNTQ",201604,"C_1304102",0
"PNTQ",201604,"C_1305100",72730970354
"PNTQ",201604,"C_1600202",9886837808
"PNTQ",201604,"C_1600210",-9180572534
"PNTQ",201604,"C_2302000",816415544809
"PNTQ",201604,"C_2200200",641060754
"PNTQ",201604,"C_2500000",12191024095
"PNTQ",201604,"C_3101001",855008341238
"PNTQ",201604,"C_5001000",877605404785
"PNTQ",201604,"C_1304200",54673510797
"PNTQ",201604,"C_1304400",0
"PNTQ",201604,"C_1305400",1001494964
"PNTQ",201604,"C_1305900",1042311955
"PNTQ",201604,"C_1600101",23185688713
"PNTQ",201604,"C_2301000",52513040507
"PNTQ",201604,"C_1302000",3517214896685
"PNTQ",201604,"C_1600102",3841380727
"PNTQ",201604,"C_1600110",-5197804971
"PNTQ",201604,"C_2402000",734401318360
"PNTQ",201604,"C_1350000",1347258230429
"PNTQ",201604,"C_1350100",652445641565
"PNTQ",201604,"C_1600201",7026430712
"PNTQ",201604,"C_2160000",216829251512
"PNTQ",201604,"C_2800000",44381126173
"PNTQ",201604,"C_3101000",855008341238
"PP",201605,"C_1000000",1327749475729
"PP",201605,"C_1302000",863241606015
"PP",201605,"C_1302100",630744766227
"PP",201605,"C_1302200",61095606182
"PP",201605,"C_1304000",20419951305
"PP",201605,"C_1304100",17828672173
"PP",201605,"C_1304102",0
"PP",201605,"C_1304200",665473503
"PP",201605,"C_1304400",0
"PP",201605,"C_1304500",1925805629
"PP",201605,"C_1305000",6204066402
"PP",201605,"C_1305100",3281024766
"PP",201605,"C_1305300",871075849
"PP",201605,"C_1305400",938184965
"PP",201605,"C_1305900",1048679777
"PP",201605,"C_1350000",58038807206
"PP",201605,"C_1350100",24645159119
"PP",201605,"C_1360000",0
"PP",201605,"C_1360100",0
"PP",201605,"C_1400000",321393460
"PP",201605,"C_1400100",0
"PP",201605,"C_1600000",14141521969
"PP",201605,"C_1600101",12331138460
"PP",201605,"C_1600102",2902428843
"PP",201605,"C_1600110",-2845964612
"PP",201605,"C_1600201",1020799343
"PP",201605,"C_1600202",2476128564
"PP",201605,"C_1600210",-1743008629
"PP",201605,"C_2100000",95897960755
"PP",201605,"C_2100100",70148962126
"PP",201605,"C_2100200",8494815167
"PP",201605,"C_2160000",0
"PP",201605,"C_2160100",0
"PP",201605,"C_2160200",0
"PP",201605,"C_2200000",906565635578
"PP",201605,"C_2200100",905042742001
"PP",201605,"C_2200200",643056293
"PP",201605,"C_2301000",0
"PP",201605,"C_2302000",40859544582
"PP",201605,"C_2402000",57559227177
"PP",201605,"C_2500000",8483726549
"PP",201605,"C_2800000",15573791861
"PP",201605,"C_2800060",0
"PP",201605,"C_3101000",83325094672
"PP",201605,"C_3101001",83325094672
"PP",201605,"C_3102000",8310063153
"PP",201605,"C_5001000",93867169968
"TT",201605,"C_1000000",802034656919
"TT",201605,"C_1302000",3095323276
"TT",201605,"C_1302100",693452137
"TT",201605,"C_1302200",0
"TT",201605,"C_1304000",38491358739
"TT",201605,"C_1304100",33062198545
"TT",201605,"C_1304102",0
"TT",201605,"C_1304200",114936919
"TT",201605,"C_1304400",0
"TT",201605,"C_1304500",5314223275
"TT",201605,"C_1305000",197477228570
"TT",201605,"C_1305100",197471389121
"TT",201605,"C_1305300",0
"TT",201605,"C_1305400",5839449
"TT",201605,"C_1305900",0
"TT",201605,"C_1350000",0
"TT",201605,"C_1350100",0
"TT",201605,"C_1360000",0
"TT",201605,"C_1360100",0
"TT",201605,"C_1400000",163101825339
"TT",201605,"C_1400100",163087254788
"TT",201605,"C_1600000",1471200050
"TT",201605,"C_1600101",0
"TT",201605,"C_1600102",6464500074
"TT",201605,"C_1600110",-5543885310
"TT",201605,"C_1600201",995035373
"TT",201605,"C_1600202",695229434
"TT",201605,"C_1600210",-1139679521
"TT",201605,"C_2100000",13734691916
"TT",201605,"C_2100100",11537904567
"TT",201605,"C_2100200",525894604
"TT",201605,"C_2160000",0
"TT",201605,"C_2160100",0
"TT",201605,"C_2160200",0
"TT",201605,"C_2200000",424224151423
"TT",201605,"C_2200100",424224151423
"TT",201605,"C_2200200",0
"TT",201605,"C_2301000",16752781151
"TT",201605,"C_2302000",0
"TT",201605,"C_2402000",101036232497
"TT",201605,"C_2500000",4287507557
"TT",201605,"C_2800000",7567332840
"TT",201605,"C_2800060",0
"TT",201605,"C_3101000",181185334496
"TT",201605,"C_3101001",181185334496
"TT",201605,"C_3102000",-9642702
"TT",201605,"C_5001000",192583219709
"TP",201605,"C_1000000",5566701313694
"TU",201605,"C_1000000",1054721264722
"TU",201605,"C_1302000",874769663761
"TU",201605,"C_1302100",778362250295
"TU",201605,"C_1302200",95529290872
"TU",201605,"C_1304000",0
"TU",201605,"C_1304100",0
"TU",201605,"C_1304102",0
"TU",201605,"C_1304200",0
"TU",201605,"C_1304400",0
"TU",201605,"C_1304500",0
"TU",201605,"C_1305000",0
"TU",201605,"C_1305100",0
"TU",201605,"C_1305300",0
"TU",201605,"C_1305400",0
"TU",201605,"C_1305900",0
"TU",201605,"C_1350000",84876372129
"TU",201605,"C_1350100",84876372129
"TU",201605,"C_1360000",0
"TU",201605,"C_1360100",0
"TU",201605,"C_1400000",14137594
"TU",201605,"C_1400100",0
"TU",201605,"C_1600000",4583149182
"TU",201605,"C_1600101",4232800708
"TU",201605,"C_1600102",536693161
"TU",201605,"C_1600110",-1035929543
"TU",201605,"C_1600201",2537186788
"TU",201605,"C_1600202",503264374
"TU",201605,"C_1600210",-2190866306
"TU",201605,"C_2100000",18058417305
"TU",201605,"C_2100100",17077576161
"TU",201605,"C_2100200",14758533
"TU",201605,"C_2160000",0
"TU",201605,"C_2160100",0
"TU",201605,"C_2160200",0
"TU",201605,"C_2200000",48068714787
"TU",201605,"C_2200100",48068714787
"TU",201605,"C_2200200",0
"TU",201605,"C_2301000",0
"TU",201605,"C_2302000",758531326661
"TU",201605,"C_2402000",104426990361
"TU",201605,"C_2500000",2069347106
"QNU",201610,"C_1302000",0
"QNU",201610,"C_1302100",0
"QNU",201610,"C_1302200",0
"QNO",201606,"C_1000000",17823063766
"QNU",201610,"C_1304000",0
"QNU",201610,"C_1304100",0
"QNU",201610,"C_1304102",0
"QNU",201610,"C_1304200",0
"QNU",201610,"C_1304400",0
"QNU",201610,"C_1304500",0
"QNU",201610,"C_1305000",702810423810
"QNU",201610,"C_1305100",143357513792
"QNU",201610,"C_1305300",0
"QNU",201610,"C_1305400",559452910018
"QNU",201610,"C_1305900",0
"QNO",201606,"C_2402000",0
"QNO",201606,"C_2500000",460949467
"QNO",201606,"C_2800000",593990304
"QNO",201606,"C_2800060",0
"QNO",201606,"C_3101000",5972530798
"QNO",201606,"C_3101001",5972530798
"QNO",201606,"C_3102000",0
"QNO",201606,"C_5001000",5472611367
"TU",201607,"C_1302000",816969585349
"TU",201607,"C_1302100",730131441779
"TU",201607,"C_1302200",86303899788
"TU",201607,"C_1304000",0
"TU",201607,"C_1304100",0
"TU",201607,"C_1304102",0
"TU",201607,"C_1304200",0
"TU",201607,"C_1304400",0
"TU",201607,"C_1304500",0
"TU",201607,"C_1305000",0
"TU",201607,"C_1305100",0
"TU",201607,"C_1305300",0
"TU",201607,"C_1305400",0
"TU",201607,"C_1305900",0
"QNO",201606,"C_1350000",0
"QNO",201606,"C_1350100",0
